jobName,jobAddrNoDesc,jobAddrNoDesc_en,custName,tech_skills,periodDesc,periodDesc_en,coIndustryDesc,coIndustryDesc_en,optionEdu,optionEdu_en
前／全端工程師（Frontend / Fullstack Engineer）,台北市,Taipei City,富宸材料國際股份有限公司,"Node.js, React, Typescript, Vue",5年以上,5+ years,半導體製造業,Semiconductor Manufacturing,專科,Associate Degree
React 前端設計師,高雄市,Kaohsiung City,鋆鼎國際有限公司,"CSS, Git, HTML, Javascript, Node.js, React",經歷不拘,Experience not required,電腦系統整合服務業,System Integration,學歷不拘,No degree required
全端工程師(PMS) _DSM先進運營技術 (中壢),桃園市,Taoyuan City,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,"CSS, Django, Git, HTML, Javascript, Node.js, Python, React, SQL, Vue",3年以上,3+ years,其他電子零組件相關業,Other Electronic Components,碩士,Master's Degree
美商電競品牌 Full Stack Developer (React+C#) -IW,台北市,Taipei City,LRS_英屬維京群島商杰恒國際有限公司台灣分公司,".NET, C#, React",3年以上,3+ years,人力仲介代徵,Recruitment Agency,大學,Bachelor's Degree
Mid-Level 前端工程師_創新Team,台北市,Taipei City,櫻特森系統整合股份有限公司,"CSS, Git, HTML, Javascript, React, Typescript",3年以上,3+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
.net core工程師(合約制)(可遠端)(新竹以北),新北市,New Taipei City,宏思科技有限公司,".NET, PostgreSQL",經歷不拘,Experience not required,電腦軟體服務業,Software Services,學歷不拘,No degree required
Angular 前端工程師（需懂JAVA）,台北市,Taipei City,德義資訊股份有限公司,"Angular, Java, Oracle, SQL",經歷不拘,Experience not required,電腦軟體服務業,Software Services,專科,Associate Degree
Software Engineer (Full-stack Developer) 軟體工程師-台北市,台北市,Taipei City,飛輪電商有限公司,"AWS, HTML, Java, Python",經歷不拘,Experience not required,工商顧問服務業,Business Consulting,專科,Associate Degree
後端工程師,新北市,New Taipei City,泰科動力股份有限公司,C#,經歷不拘,Experience not required,電腦軟體服務業,Software Services,大學,Bachelor's Degree
【RD】前端工程師 | Frontend Development（React）| 專注於平台開發，打造創新數位解決方案,台北市,Taipei City,沐馳數位股份有限公司,"AWS, CSS, Git, HTML, Javascript, Node.js, RWD, React, Vue",2年以上,2+ years,電腦系統整合服務業,System Integration,學歷不拘,No degree required
60106R2_Java 工程師,台北市,Taipei City,神通資訊科技股份有限公司,Java,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,專科,Associate Degree
DevOps Engineer,台北市,Taipei City,雲端互動股份有限公司,".NET, AWS, Azure, Git, Java, Node.js, PostgreSQL, React",2年以上,2+ years,網際網路相關業,Internet,專科,Associate Degree
Node.js 工程師,台北市,Taipei City,達暉資訊有限公司,"Azure, CSS, HTML, Javascript, PostgreSQL, React, SQL, Typescript, Vue",2年以上,2+ years,電腦系統整合服務業,System Integration,學歷不拘,No degree required
前端工程師,台中市,Taichung City,裕軒食品_茗泰食品實業股份有限公司,,1年以上,1+ year,其他食品製造業,Other Food Manufacturing,專科,Associate Degree
【AI軟體新創】PHP工程師,新北市,New Taipei City,用益網路科技股份有限公司,"AWS, Git",2年以上,2+ years,電腦軟體服務業,Software Services,學歷不拘,No degree required
全端應用軟體工程師,台北市,Taipei City,動力安全資訊股份有限公司,,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,專科,Associate Degree
.Net Core開發工程師,台北市,Taipei City,沛米科技股份有限公司,"Azure, C#, Git, SQL, Vue",3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
資深後端工程師,台北市,Taipei City,亞太智能機器股份有限公司,"AWS, Azure, Java, MongoDB, Node.js, PostgreSQL, Python",3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
軟體開發後端工程師 （Windchill PLM - 台南）,台南市,Tainan City,嘉航科技股份有限公司,,2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
RAG 工程師,台北市,Taipei City,學思行數位行銷股份有限公司,Python,2年以上,2+ years,文教／育樂用品零售業,Educational Supplies,大學,Bachelor's Degree
全端工程師(智慧社區),台北市,Taipei City,統一資訊股份有限公司,"C#, Java, SQL",3年以上,3+ years,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
資深後端工程師【今周刊─數位內容部】,台北市,Taipei City,今周刊_今周文化事業股份有限公司,"AWS, Git",3年以上,3+ years,雜誌／期刊出版業,Magazine Publishing,大學,Bachelor's Degree
AWS工程師 AWS Engineer,台北市,Taipei City,勤英科技股份有限公司,AWS,經歷不拘,Experience not required,網際網路相關業,Internet,大學,Bachelor's Degree
後端工程師,台北市,Taipei City,愛上新鮮股份有限公司,"AWS, Git, PostgreSQL, React, Vue",經歷不拘,Experience not required,農／畜／水產品零售業,Agriculture Retail,學歷不拘,No degree required
後端工程師,台中市,Taichung City,珷琚科技有限公司,".NET, AWS, Git, MongoDB",3年以上,3+ years,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
Front-End Engineer 前端工程師(Junior),台中市,Taichung City,背景模式股份有限公司,"CSS, Typescript, Vue",經歷不拘,Experience not required,電腦軟體服務業,Software Services,高中,High School Diploma
PHP 軟體工程師 / 研發工程師,台北市,Taipei City,諾歐科技股份有限公司,"CSS, Git, HTML, Javascript, RWD, SQL",1年以上,1+ year,其它軟體及網路相關業,Other IT,專科,Associate Degree
ASP.NET C#後端工程師【總公司】,新北市,New Taipei City,東森房屋總部_東森房屋股份有限公司,"C#, HTML, Java",2年以上,2+ years,不動產經營業,Real Estate,大學,Bachelor's Degree
全端工程師_輕型動力電源解決方案產品發展部(中壢),桃園市,Taoyuan City,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,"Git, Node.js, Vue",3年以上,3+ years,其他電子零組件相關業,Other Electronic Components,碩士,Master's Degree
【總公司】C#軟體工程師,桃園市,Taoyuan City,杏德生技股份有限公司,".NET, C#, Git, SQL",1年以上,1+ year,藥品／化妝品及清潔用品批發業,Pharma/Cosmetics Wholesale,專科,Associate Degree
AJ1-.NET 高級工程師,新北市,New Taipei City,緯穎科技服務股份有限公司,".NET, Azure, C#, Git, Oracle, SQL",2年以上,2+ years,電腦及其週邊設備製造業,Computer Hardware,大學,Bachelor's Degree
【數位金融】數位平台–軟體開發工程師C# Engineer(數數發中心，DDT)_I00006061,台北市,Taipei City,國泰世華商業銀行股份有限公司,".NET, C#, Git, SQL",經歷不拘,Experience not required,銀行業,Banking,學歷不拘,No degree required
Full-Stack Developer 全端工程師,台北市,Taipei City,英屬維京群島商捷興數位有限公司台灣分公司,"Git, Java, Spring",3年以上,3+ years,電腦系統整合服務業,System Integration,高中,High School Diploma
研發應用軟體工程師,台北市,Taipei City,QSAN_廣盛科技股份有限公司,,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
C012CF1_JAVA工程師,台北市,Taipei City,神通資訊科技股份有限公司,,經歷不拘,Experience not required,電腦系統整合服務業,System Integration,大學,Bachelor's Degree
Software Engineer (Full-stack Developer) 軟體工程師-台中市,台中市,Taichung City,飛輪電商有限公司,"AWS, HTML, Java, Python",經歷不拘,Experience not required,工商顧問服務業,Business Consulting,專科,Associate Degree
全端軟體工程師,高雄市,Kaohsiung City,藏識科技有限公司,"C#, C++, CSS, HTML, Java, Javascript, React, SQL",1年以上,1+ year,電腦系統整合服務業,System Integration,高中,High School Diploma
後端工程師 Backend Developer,台北市,Taipei City,澳商酷管家國際有限公司,"Azure, Git, SQL",3年以上,3+ years,室內設計業,Interior Design,學歷不拘,No degree required
Web Game Frontend Engineer 網頁遊戲前端工程師 (台中),台中市,Taichung City,樂艷有限公司,"CSS, Git, HTML, Javascript, RWD",2年以上,2+ years,廣告行銷公關業,Advertising & PR,學歷不拘,No degree required
全端工程師（Full Stack Engineer）,台北市,Taipei City,創代科技股份有限公司,"C#, Git, Java, PostgreSQL, Python, React, Spring, Vue",經歷不拘,Experience not required,工商顧問服務業,Business Consulting,專科,Associate Degree
亞太區域 基礎架構 IT工程師,台北市,Taipei City,台灣寶帝股份有限公司,,5年以上,5+ years,其他電子零組件相關業,Other Electronic Components,大學,Bachelor's Degree
前端工程師,台北市,Taipei City,峻盟國際股份有限公司,"CSS, Git, Javascript, React, Typescript",經歷不拘,Experience not required,廣告行銷公關業,Advertising & PR,高中,High School Diploma
App軟體工程師(Frontend/App Software Engineer),台北市,Taipei City,美商正思網路股份有限公司台灣分公司,,1年以上,1+ year,網際網路相關業,Internet,大學,Bachelor's Degree
前端網頁開發工程師,新北市,New Taipei City,禾蒼科技股份有限公司,,2年以上,2+ years,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
Unity工程師,桃園市,Taoyuan City,騰騏科技股份有限公司,"C#, Git",經歷不拘,Experience not required,電腦及其週邊設備製造業,Computer Hardware,學歷不拘,No degree required
"Software Engineer, LLM Product",新竹市,Hsinchu City,滿拓科技股份有限公司,"Python, Typescript, Vue",2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
.NET後端開發工程師,台北市,Taipei City,一騰資訊服務股份有限公司,.NET,3年以上,3+ years,電腦軟體服務業,Software Services,專科,Associate Degree
Node.js 後端工程師 Backend,新北市,New Taipei City,遠山創品有限公司,"AWS, Git, MongoDB, Node.js",經歷不拘,Experience not required,電腦軟體服務業,Software Services,高中以下,Below High School
資深後端工程師,台北市,Taipei City,碁曄科技股份有限公司,"MongoDB, PostgreSQL, Python",3年以上,3+ years,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
前端工程師 Frontend Engineer,高雄市,Kaohsiung City,台廣資訊股份有限公司,"Angular, CSS, Git, HTML, RWD, Typescript, Vue",1年以上,1+ year,電腦軟體服務業,Software Services,專科,Associate Degree
Backend Engineer 後端工程師(Junior),台中市,Taichung City,背景模式股份有限公司,"MongoDB, Typescript",經歷不拘,Experience not required,電腦軟體服務業,Software Services,高中,High School Diploma
（C4）應用開發工程師 (內湖/高雄),台北市,Taipei City,鴻海精密工業股份有限公司,,2年以上,2+ years,消費性電子產品製造業,Consumer Electronics,大學,Bachelor's Degree
好好證券-前端程式工程師 FrontEnd Engineer,新北市,New Taipei City,好好證券股份有限公司,"CSS, HTML, Javascript, RWD, Vue",2年以上,2+ years,網際網路相關業,Internet,專科,Associate Degree
軟體工程師,台北市,Taipei City,奕馬資訊有限公司,"Javascript, Python",經歷不拘,Experience not required,其它軟體及網路相關業,Other IT,大學,Bachelor's Degree
軟體工程師,台中市,Taichung City,川弘科技有限公司,"C#, C++, PostgreSQL, Python, SQL",經歷不拘,Experience not required,自動控制相關業,Automation,大學,Bachelor's Degree
後端工程師主管 / Backend Lead,台北市,Taipei City,奕界科技有限公司,,6年以上,6+ years,電腦軟體服務業,Software Services,專科,Associate Degree
軟體開發後端工程師 （Windchill PLM - 台中）,台中市,Taichung City,嘉航科技股份有限公司,,2年以上,2+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
前端工程師,台北市,Taipei City,均輝股份有限公司,"CSS, HTML, Javascript, SQL",經歷不拘,Experience not required,貨運承攬業,Freight Forwarding,專科,Associate Degree
遊戲前端工程師,台北市,Taipei City,天晴資訊有限公司,"C#, Git, Java, Javascript, Node.js, Typescript",2年以上,2+ years,其它軟體及網路相關業,Other IT,學歷不拘,No degree required
D80-【捷運亞東醫院站】FMCG跨國外商C# Engineer-1688,新北市,New Taipei City,精英人力資源股份有限公司,"Angular, Azure, C#, SQL",3年以上,3+ years,人力仲介代徵,Recruitment Agency,大學,Bachelor's Degree
【招聘赴日東京】軟件開發工程師（待遇優厚，辦理簽證）,日本,Japan,株式会社ブライトスター,"AWS, Angular, Azure, Java, Javascript, Node.js, Python, React, Vue",經歷不拘,Experience not required,電腦系統整合服務業,System Integration,專科,Associate Degree
(Mid. / Sr.) 系統工程師,台北市,Taipei City,愛上新鮮股份有限公司,"AWS, Azure, CSS, Git, HTML, Javascript, Node.js, SQL, Vue",3年以上,3+ years,農／畜／水產品零售業,Agriculture Retail,學歷不拘,No degree required
Taipei - Sr. Software Developer-Salesforce,台北市,Taipei City,NXP Semiconductors Taiwan Ltd._台灣恩智浦半導體股份有限公司,"CSS, HTML, Java, Javascript, SQL",5年以上,5+ years,半導體製造業,Semiconductor Manufacturing,大學,Bachelor's Degree
程式開發助理工程師-高雄,高雄市,Kaohsiung City,時光機科技有限公司,,經歷不拘,Experience not required,電腦軟體服務業,Software Services,高中,High School Diploma
Vue 前端工程師 Frontend Engineer  (WACA 電商服務事業群),台北市,Taipei City,哇寶國際資訊股份有限公司,"CSS, HTML, Javascript, Typescript, Vue",3年以上,3+ years,網際網路相關業,Internet,大學,Bachelor's Degree
(資深)Java工程師-技術部(TDD50),新北市,New Taipei City,資拓宏宇國際股份有限公司,"Java, Javascript, Python, SQL, Spring, Vue",3年以上,3+ years,電腦軟體服務業,Software Services,大學,Bachelor's Degree
